species,env_rel_imp,anthro_rel_imp,biotic_rel_imp,env_bio_rel_imp,mpa_bio_rel_imp
Siganus.rivulatus,0.1580096108877803,0,0.48485854140733964,0.3091383520524119,0
Siganus.luridus,0.1461721302571367,0.08687549168870831,0.42862499930258147,0.11626072501568654,0.12039430397259027
Sarpa.salpa,0.5414362855940344,0,0.0875766643346591,0.026220806692435105,0.045175093230113164
Sparisoma.cretense,0.11160848341303772,0.04284605601339812,0.26160396455426455,0.24498175820794638,0.14934264338121905
