country,site,lon,lat,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,tmean,trange,sal_mean,pp_mean,pp_range,Abudefduf.saxatilis,Anthias.anthias,Apogon.imberbis,Atherina.boyeri,Atherina.spp,Balistes.capriscus,Belone.belone,Belonidae,Boops.boops,Caranx.crysos,Cheilodipterus.novemstriatus,Chelon.labrosus,Chromis.chromis,Clupeidae,Conger.conger,Coris.julis,Ctenolabrus.rupestris,Dactylopterus.volitans,Dasyatis.pastinaca,Dentex.dentex,Dicentrarchus.labrax,Dicentrarchus.punctatus,Diplodus.annularis,Diplodus.cervinus,Diplodus.puntazzo,Diplodus.sargus,Diplodus.vulgaris,Epinephelus.aeneus,Epinephelus.caninus,Epinephelus.costae,Epinephelus.marginatus,Fistularia.commersonii,Gobius.auratus,Gobius.bucchichi,Gobius.cobitis,Gobius.cruentatus,Gobius.geniporus,Gobius.paganellus,Gobius.vittatus,Gobius.xanthocephalus,Herklotsichthys.punctatus,Labridae,Labrus.merula,Labrus.mixtus,Labrus.viridis,Lagocephalus.sceleratus,Lichia.amia,Lithognathus.mormyrus,Liza.aurata,Mugil.cephalus,Mullus.barbatus,Mullus.surmuletus,Muraena.helena,Mycteroperca.rubra,Myliobatis.aquila,Oblada.melanura,Oedalechilus.labeo,Pagellus.acarne,Pagrus.caeruleostictus,Pagrus.pagrus,Parablennius.gattorugine,Parablennius.incognitus,Parablennius.pilicornis,Parablennius.rouxi,Parablennius.sanguinolentus,Parablennius.tentacularis,Parablennius.zvonimiri,Parupeneus.forsskali,Pempheris.vanicolensis,Phycis.phycis,Plotosus.lineatus,Pomadasys.incisus,Pomatomus.saltatrix,Pomatoschistus.quagga,Pseudocaranx.dentex,Pteragogus.pelycus,Pterois.miles,Sardina.pilchardus,Sargocentron.rubrum,Sarpa.salpa,Scartella.cristata,Scarus.ghobban,Sciaena.umbra,Scorpaena.maderensis,Scorpaena.notata,Scorpaena.porcus,Scorpaena.scrofa,Seriola.dumerili,Serranus.cabrilla,Serranus.hepatus,Serranus.scriba,Siganus.luridus,Siganus.rivulatus,Sparisoma.cretense,Sparus.aurata,Sphyraena.chrysotaenia,Sphyraena.sphyraena,Sphyraena.viridensis,Spicara.maena,Spicara.smaris,Spondyliosoma.cantharus,Stephanolepis.diaspros,Symphodus.cinereus,Symphodus.doderleini,Symphodus.mediterraneus,Symphodus.melanocercus,Symphodus.ocellatus,Symphodus.roissali,Symphodus.rostratus,Symphodus.spp.,Symphodus.tinca,Synodus.saurus,Taeniura.grabata,Thalassoma.pavo,Torquigener.flavimaculosus,Trachinotus.ovatus,Trachinus.draco,Trachurus.mediterraneus,Tripterygion.delaisi,Tripterygion.melanurus,Tripterygion.tripteronotus,Trisopterus.minutus
Greece,ALONISSOS,23.779,39.101,Summer,TRUE,1,207000,438,1992,16,19.02163662,12.74990905,34.21953201,8.82e-4,0.001860019,0,0,3,0,0,0,0,0,0,0,0,0,260,0,0,62,0,0,0,0,0,0,19,0,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,4,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0
Greece,ALONISSOS,23.829,39.152,Summer,TRUE,1,207000,438,1992,16,18.97490025,12.60170002,34.21953201,6.83e-4,0.001592217,0,0,3,0,0,0,0,0,0,0,0,0,650,0,0,42,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,5,0,0,0,8,0,0,5,0,0,0,0,0,0,2,0
Greece,ALONISSOS,23.841,39.158,Summer,TRUE,1,207000,438,1992,16,18.97490025,12.60170002,34.18106842,6.83e-4,0.001592217,0,0,22,0,0,0,0,0,0,0,0,0,250,0,0,41,0,0,0,0,0,0,7,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,3,0,3,0,6,0,0,15,0,0,0,0,0,0,1,0
Greece,ALONISSOS,23.872,39.172,Summer,TRUE,1,207000,438,1992,16,18.99410019,12.6125,34.14944077,6.46e-4,0.001574761,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,32,0,0,0,0,0,0,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0
Greece,ALONISSOS,23.867,39.203,Summer,TRUE,1,207000,438,1992,16,18.98120022,12.61610003,34.14944077,6.31e-4,0.001571549,0,0,25,0,0,0,0,0,0,0,0,0,275,0,0,82,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0
Turkey,AYVALIK,26.546,39.322,Summer,FALSE,0,NA,NA,NA,NA,18.70755556,10.99366686,37.24779892,0.008677386,0.016753847,0,0,0,0,0,0,0,0,10,0,0,0,297,0,0,46,0,0,0,0,0,0,5,0,1,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,35,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0
Turkey,AYVALIK,26.593,39.335,Summer,FALSE,0,NA,NA,NA,NA,18.64263639,10.88590925,36.41514206,0.008491116,0.016433923,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,12,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,4,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0
Turkey,AYVALIK,26.568,39.333,Summer,FALSE,0,NA,NA,NA,NA,18.64263639,10.88590925,37.24779892,0.008491116,0.016433923,0,0,0,0,0,0,0,0,0,0,0,0,740,0,0,25,0,0,0,0,0,0,11,0,0,2,18,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0
Turkey,AYVALIK,26.563,39.336,Summer,FALSE,0,NA,NA,NA,NA,18.63710003,10.90600014,36.30545807,0.008366866,0.016253496,0,0,2,0,0,0,0,0,0,0,0,0,330,0,0,39,0,0,0,0,0,0,1,0,0,0,28,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Turkey,AYVALIK,26.59,39.358,Summer,FALSE,0,NA,NA,NA,NA,18.63088883,10.93055566,36.41514206,0.008242618,0.016086174,0,0,4,0,0,0,0,0,0,0,0,0,85,0,0,18,0,0,0,0,0,0,13,0,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Turkey,AYVALIK,26.53,39.332,Summer,FALSE,0,NA,NA,NA,NA,18.74020004,10.9500001,37.24779892,0.008059935,0.015841032,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,70,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0
Spain,CABRERA,2.958,39.126,Summer,TRUE,2,10021,360,1991,16,19.55345431,12.6094545,36.97956848,5.21e-4,0.001569499,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,70,0,0,0,0,0,0,0,0,2,5,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,8,1,0,0,5,0,0,56,0,0,0,0,0,0,0,0
Spain,CABRERA,2.961,39.138,Summer,TRUE,2,10021,360,1991,16,19.55345431,12.6094545,36.97956848,5.21e-4,0.001569499,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,36,0,0,0,0,0,0,0,0,0,3,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,4,0,0,3,0,0,0,1,1,20,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0
Spain,CABRERA,2.978,39.169,Summer,TRUE,2,10021,360,1991,16,19.52854521,12.63309097,36.99774933,5.19e-4,0.001576998,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,69,0,0,0,0,0,0,0,0,2,9,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,10,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0
Spain,CABRERA,2.978,39.205,Summer,TRUE,2,10021,360,1991,16,19.52489967,12.64680014,36.99774933,5.21e-4,0.001605576,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,21,0,0,0,1,0,0,0,0,1,8,49,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,4,1,7,2,0,0,13,0,0,58,0,0,0,0,0,0,0,0
Spain,CABRERA,2.929,39.13,Summer,TRUE,2,10021,360,1991,16,19.55672698,12.59618178,36.97956848,5.23e-4,0.001586633,0,0,0,25,0,0,0,0,170,0,0,0,270,0,0,56,0,0,0,0,0,0,0,0,1,14,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,8,0,0,0,5,0,26,5,1,0,28,0,0,18,0,0,0,0,0,0,0,0
Spain,CABRERA,2.924,39.133,Summer,TRUE,2,10021,360,1991,16,19.55672698,12.59618178,36.97956848,5.23e-4,0.001586633,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,72,0,0,0,0,0,0,1,0,0,3,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,90,3,2,0,24,0,0,21,0,0,0,0,0,0,0,0
Italy,CAPO CACCIA,8.085,40.362,Summer,TRUE,2,2631,38,2002,6,18.74500015,11.34854533,37.64133453,6.95e-4,0.002854987,0,0,3,0,0,0,0,0,0,0,0,0,545,0,0,163,0,0,0,0,0,0,1,0,0,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,1,0,18,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,1,2,0,11,0,0,10,0,0,0,0,1,0,0,1
Italy,CAPO CACCIA,8.084,40.361,Summer,TRUE,2,2631,38,2002,6,18.76400013,11.38899984,37.64133453,6.8e-4,0.002829431,0,0,0,0,0,0,0,0,200,0,0,0,150,0,0,99,0,0,0,0,0,0,0,0,1,38,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0
Italy,CAPO CACCIA,8.233,40.569,Summer,TRUE,2,2631,38,2002,6,18.48633321,11.36011102,37.66645432,7.7e-4,0.003108563,0,0,5,0,0,0,0,0,0,0,0,0,790,0,0,119,0,0,0,1,0,0,1,0,1,44,68,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,23,0,1,0,45,0,0,0,0,0,0,0,2,1,0,0
Italy,CAPO CACCIA,8.23,40.569,Summer,TRUE,2,2631,38,2002,6,18.48633321,11.36011102,37.66645432,7.7e-4,0.003108563,0,0,24,0,0,0,0,0,0,0,0,0,945,0,0,98,0,0,0,0,0,0,2,0,1,33,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,5,1,0,0,35,0,0,3,0,0,0,0,2,0,1,0
Italy,CARLOFORTE,8.185,39.113,Summer,FALSE,0,NA,NA,NA,NA,18.88418163,11.20145442,37.56618881,5.24e-4,0.002198138,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,89,0,0,0,0,0,0,6,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,2,0,0,4,3,2,59,4,7,0,109,0,0,0,0,0,0,0,2,0,0,0
Italy,CARLOFORTE,8.16,39.109,Summer,FALSE,0,NA,NA,NA,NA,18.89009972,11.20889988,37.54986954,5.22e-4,0.002194091,0,0,0,0,0,0,0,0,35,0,0,0,450,0,0,64,0,0,0,0,0,0,0,0,2,12,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,12,0,4,0,0,0,3,5,0,1,2,0,11,0,0,81,0,0,0,0,0,0,0,0
Italy,CARLOFORTE,8.132,39.087,Summer,FALSE,0,NA,NA,NA,NA,18.89445426,11.21418173,37.54986954,5.21e-4,0.002205614,0,0,2,0,0,0,0,0,0,0,0,0,400,0,0,51,0,0,0,0,0,0,3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,54,0,0,0,0,1,5,4,8,4,9,0,27,0,0,27,0,0,0,0,0,0,0,0
Italy,CARLOFORTE,8.138,39.085,Summer,FALSE,0,NA,NA,NA,NA,18.89445426,11.21418173,37.54986954,5.21e-4,0.002205614,0,0,3,0,0,0,0,0,10,0,0,0,290,0,0,105,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,9,0,5,0,0,0,0,0,0,0,52,0,1,0,0,0,3,3,6,4,2,0,22,0,0,0,0,0,0,0,1,0,0,0
Italy,CARLOFORTE,8.147,39.076,Summer,FALSE,0,NA,NA,NA,NA,18.8862726,11.22090903,37.54766846,5.18e-4,0.002228956,0,0,0,0,0,0,0,0,4,0,0,0,170,0,0,92,0,0,0,0,0,0,2,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,40,0,2,0,0,3,2,3,2,7,3,0,40,0,0,9,0,0,0,0,1,0,0,0
Italy,CARLOFORTE,8.149,39.065,Summer,FALSE,0,NA,NA,NA,NA,18.87679977,11.22519989,37.54766846,5.19e-4,0.002254749,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,49,0,0,0,0,0,0,2,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,12,4,4,13,25,4,0,42,0,0,12,0,0,0,0,2,0,0,0
Spain,CAVALLERIA,4.1,40.085,Summer,TRUE,2,5119,1001,1999,8,19.17749977,12.73210001,37.38555527,7.62e-4,0.003074889,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,9,0,0,0,0,0,0,0,0,1,13,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,32,2,0,0,64,0,0,10,0,0,0,0,0,0,0,0
Spain,CAVALLERIA,4.096,40.085,Summer,TRUE,2,5119,1001,1999,8,19.17749977,12.73210001,37.38555527,7.62e-4,0.003074889,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,17,0,0,0,0,0,0,0,0,0,16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Spain,CAVALLERIA,4.08,40.091,Summer,TRUE,2,5119,1001,1999,8,19.17749977,12.73210001,37.37805939,7.62e-4,0.003074889,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,21,0,0,0,0,0,0,0,0,0,3,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,20,0,0,17,0,0,0,0,0,0,0,0
Spain,CAVALLERIA,4.094,40.074,Summer,TRUE,2,5119,1001,1999,8,19.17549992,12.70212507,37.36670303,7.35e-4,0.002950325,0,0,0,0,0,0,0,0,2,0,0,0,410,0,0,13,0,0,0,0,0,0,5,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,9,1,0,13,0,0,2,0,0,0,0,0,0,0,0
Spain,CAVALLERIA,4.033,40.069,Summer,TRUE,2,5119,1001,1999,8,19.21911091,12.72022216,37.3564415,7.05e-4,0.002748827,0,0,0,0,0,0,0,0,100,0,0,0,275,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25,1,0,0,21,0,0,7,0,0,0,0,0,0,0,0
Spain,CAVALLERIA,4.125,40.059,Summer,TRUE,2,5119,1001,1999,8,19.15644434,12.77588887,37.36670303,7.3e-4,0.003015802,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,32,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0
Spain,CAP DE CREUS,3.231,42.245,Summer,TRUE,2,3056,21,1998,9,16.92549992,10.72339993,37.7384491,0.00258311,0.006468017,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,68,1,0,0,0,0,0,0,0,0,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,45,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Spain,CAP DE CREUS,3.237,42.247,Summer,TRUE,2,3056,21,1998,9,16.9239091,10.67372721,37.7384491,0.00259288,0.006496014,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,76,0,0,0,1,0,0,0,0,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,99,5,2,0,15,0,0,12,0,0,0,0,0,0,0,0
Spain,CAP DE CREUS,3.311,42.313,Summer,TRUE,2,3056,21,1998,9,16.94230022,10.39749994,37.73706436,0.002566106,0.006574752,0,0,0,0,0,0,0,0,60,0,0,0,200,0,0,63,0,0,0,0,0,0,0,1,0,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,80,0,2,0,0,0,3,4,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Spain,CAP DE CREUS,3.308,42.292,Summer,TRUE,2,3056,21,1998,9,16.9407781,10.45733325,37.73706436,0.002567384,0.006539926,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,102,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Spain,CAP DE CREUS,3.28,42.333,Summer,TRUE,2,3056,21,1998,9,16.84155591,10.51066664,37.73706436,0.00265522,0.00661447,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,36,0,0,0,1,0,0,0,0,1,139,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,4,0,0,0,0,0,10,0,0,0,3,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
Spain,CAP DE CREUS,3.309,42.324,Summer,TRUE,2,3056,21,1998,9,16.91990032,10.32379999,37.73706436,0.00258867,0.006614246,0,0,0,0,0,0,0,0,0,0,0,4,315,0,0,53,0,0,0,0,1,0,0,0,0,81,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0
