country,site,lon,lat,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,tmean,trange,sal_mean,pp_mean,pp_range,Abudefduf.saxatilis,Anthias.anthias,Apogon.imberbis,Atherina.boyeri,Atherina.spp,Balistes.capriscus,Belone.belone,Belonidae,Boops.boops,Caranx.crysos,Cheilodipterus.novemstriatus,Chelon.labrosus,Chromis.chromis,Clupeidae,Conger.conger,Coris.julis,Ctenolabrus.rupestris,Dactylopterus.volitans,Dasyatis.pastinaca,Dentex.dentex,Dicentrarchus.labrax,Dicentrarchus.punctatus,Diplodus.annularis,Diplodus.cervinus,Diplodus.puntazzo,Diplodus.sargus,Diplodus.vulgaris,Epinephelus.aeneus,Epinephelus.caninus,Epinephelus.costae,Epinephelus.marginatus,Fistularia.commersonii,Gobius.auratus,Gobius.bucchichi,Gobius.cobitis,Gobius.cruentatus,Gobius.geniporus,Gobius.paganellus,Gobius.vittatus,Gobius.xanthocephalus,Herklotsichthys.punctatus,Labridae,Labrus.merula,Labrus.mixtus,Labrus.viridis,Lagocephalus.sceleratus,Lichia.amia,Lithognathus.mormyrus,Liza.aurata,Mugil.cephalus,Mullus.barbatus,Mullus.surmuletus,Muraena.helena,Mycteroperca.rubra,Myliobatis.aquila,Oblada.melanura,Oedalechilus.labeo,Pagellus.acarne,Pagrus.caeruleostictus,Pagrus.pagrus,Parablennius.gattorugine,Parablennius.incognitus,Parablennius.pilicornis,Parablennius.rouxi,Parablennius.sanguinolentus,Parablennius.tentacularis,Parablennius.zvonimiri,Parupeneus.forsskali,Pempheris.vanicolensis,Phycis.phycis,Plotosus.lineatus,Pomadasys.incisus,Pomatomus.saltatrix,Pomatoschistus.quagga,Pseudocaranx.dentex,Pteragogus.pelycus,Pterois.miles,Sardina.pilchardus,Sargocentron.rubrum,Sarpa.salpa,Scartella.cristata,Scarus.ghobban,Sciaena.umbra,Scorpaena.maderensis,Scorpaena.notata,Scorpaena.porcus,Scorpaena.scrofa,Seriola.dumerili,Serranus.cabrilla,Serranus.hepatus,Serranus.scriba,Siganus.luridus,Siganus.rivulatus,Sparisoma.cretense,Sparus.aurata,Sphyraena.chrysotaenia,Sphyraena.sphyraena,Sphyraena.viridensis,Spicara.maena,Spicara.smaris,Spondyliosoma.cantharus,Stephanolepis.diaspros,Symphodus.cinereus,Symphodus.doderleini,Symphodus.mediterraneus,Symphodus.melanocercus,Symphodus.ocellatus,Symphodus.roissali,Symphodus.rostratus,Symphodus.spp.,Symphodus.tinca,Synodus.saurus,Taeniura.grabata,Thalassoma.pavo,Torquigener.flavimaculosus,Trachinotus.ovatus,Trachinus.draco,Trachurus.mediterraneus,Tripterygion.delaisi,Tripterygion.melanurus,Tripterygion.tripteronotus,Trisopterus.minutus
Italy,Asinara,8.349,41.091,Autumn,TRUE,2,15000,15000,2002,1,18.65027272,11.91163627,37.79304123,5.01e-4,0.002195737,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,87,0,0,0,9,0,0,1,0,7,98,118,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,7,0,0,0,0,0,25,0,12,0,0,0,2,0,0,150,96,0,0,0,0,0,3,3,0,16,3,0,149,0,0,37,0,0,0,0,0,0,1,0
Italy,Asinara,8.217,41.121,Autumn,TRUE,3,15000,15000,2002,1,18.66699999,11.69663646,37.76997757,4.67e-4,0.002263663,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,227,0,0,0,8,0,0,0,0,17,127,387,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,3,0,20,3,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,7,0,0,0,0,0,53,0,30,0,0,0,4,0,0,0,20,0,12,0,0,0,2,5,0,90,2,0,87,0,0,49,0,0,0,0,0,0,0,0
Italy,Asinara,8.217,41.024,Autumn,TRUE,3,15000,15000,2002,1,18.64699988,11.80136368,37.77297974,4.86e-4,0.002301019,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,24,0,0,0,0,0,0,0,0,13,34,192,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,4,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,18,0,12,0,0,0,0,0,0,0,104,0,9,0,0,0,0,3,0,7,1,0,42,0,0,25,0,0,0,0,0,0,0,0
Italy,Asinara,8.212,41.005,Autumn,TRUE,3,15000,15000,2002,1,18.65683317,11.84308338,37.77297974,4.95e-4,0.002312801,0,0,0,0,0,0,0,0,0,0,0,0,2052,0,0,314,0,0,0,0,1,0,0,0,7,262,588,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,11,1,2,0,0,0,0,95,0,19,1,0,0,39,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,8,59,0,23,0,0,0,0,0,0,0,16,0,0,0,5,0,3,1,49,21,2,0,87,0,0,53,0,0,0,0,1,0,0,0
Italy,Linosa,12.879812,35.870092,Autumn,TRUE,1,NA,NA,2002,2,20.37840023,11.69460001,37.61758423,5.46e-4,0.00176192,0,0,1,2,0,0,0,0,0,0,0,0,100,0,0,9,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,25,0,0,147,0,0,0,0,1,0,0,0
Italy,Linosa,12.87981,35.87009,Autumn,TRUE,1,NA,NA,2002,2,20.37840023,11.69460001,37.61758423,5.46e-4,0.00176192,0,0,21,42,0,0,0,0,2,12,0,0,1560,0,0,45,0,0,0,60,0,0,21,0,0,7,17,0,0,1,26,0,0,8,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,8,1,0,12,0,22,3,0,329,0,0,0,0,0,0,1,0,0,0,19,0,0,177,1,0,240,0,0,709,0,33,0,0,6,0,1,0
Italy,Lampedusa,12.633,35.501,Spring,TRUE,1,NA,NA,2002,5,20.45587516,11.92212498,37.54130554,5.42e-4,0.001754265,0,0,133,449,0,0,0,0,540,44,0,0,4683,0,0,352,0,2,0,0,1,0,15,0,2,7,103,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,5,0,0,37,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,17,0,6,2,0,2,0,28,0,0,225,0,0,2,0,0,0,18,0,1,0,6,3,41,34,3,0,87,0,0,264,0,0,0,0,13,21,3,0
Italy,Lampedusa,12.604,35.526,Autumn,TRUE,1,NA,NA,2002,5,20.43670025,11.90839996,37.54130554,5.41e-4,0.001752239,0,0,129,1950,0,0,3,0,1402,6,0,0,5985,0,0,364,0,3,0,0,0,0,19,0,1,37,281,0,0,0,4,2,0,34,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,13,1,0,0,148,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,1,20,0,0,2,31,12,0,14,0,0,342,3,0,0,0,0,0,42,0,0,0,10,1,117,41,10,0,58,0,0,280,0,0,0,0,24,11,7,0
Malta,Malta,14.324,35.943,Spring,FALSE,0,NA,NA,NA,NA,20.54310017,11.65630007,37.70721817,6.44e-4,0.002104046,0,0,135,210,0,0,0,0,1776,0,0,0,4085,0,0,190,0,0,0,0,0,0,14,0,0,28,20,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,7,0,9,0,0,0,0,6,0,8,0,0,0,42,34,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,8,0,0,13,0,0,0,0,4,0,41,9,0,95,0,0,0,40,0,0,8,0,0,8,25,5,95,62,16,0,133,0,0,117,0,0,0,0,17,22,27,0
Malta,Malta,14.515,35.906,Autumn,FALSE,0,NA,NA,NA,NA,20.55890026,11.76440001,37.72467041,6.29e-4,0.002035578,0,0,214,492,0,0,0,0,566,41,0,0,7247,0,0,436,0,0,0,1,0,0,22,0,1,65,35,0,0,0,8,0,0,26,0,2,0,0,0,0,0,0,11,0,7,0,0,0,0,3,0,17,6,0,0,377,203,0,0,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,0,0,11,0,2,1,9,3,0,67,0,0,122,0,0,0,1,0,0,28,0,1,18,39,1,2340,148,33,0,115,0,0,175,0,0,0,0,9,8,21,0
Turkey,ADRASAN,30.436,36.237,Summer,FALSE,0,NA,NA,NA,NA,22.14570007,12.44820013,39.23662949,0.00195958,0.004187316,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,3,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1,0,0,0
Turkey,ADRASAN,30.462,36.256,Summer,FALSE,0,NA,NA,NA,NA,22.1886251,12.56425011,39.23539352,0.002245171,0.004797376,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0
Turkey,ADRASAN,30.479,36.272,Summer,FALSE,0,NA,NA,NA,NA,22.20050011,12.60490007,39.23539352,0.002481479,0.005190493,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,28,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Turkey,ADRASAN,30.487,36.388,Summer,FALSE,0,NA,NA,NA,NA,22.27755547,12.79533323,39.22940826,0.003553213,0.007627755,0,0,3,0,0,0,0,0,0,0,0,0,105,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
Turkey,ADRASAN,30.487,36.368,Summer,FALSE,0,NA,NA,NA,NA,22.27649999,12.80024993,39.22940826,0.003418762,0.007339338,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
Turkey,ADRASAN,30.529,36.337,Summer,FALSE,0,NA,NA,NA,NA,22.26009998,12.75389996,39.22676086,0.003201244,0.006770873,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,6,0,0,0,0,0,0,0,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
Spain,ILLA DE L'AIRE,4.295,39.803,Summer,FALSE,0,NA,NA,NA,NA,19.26599998,12.59759998,37.25131607,6.32e-4,0.002674595,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,17,0,0,0,0,0,0,0,0,2,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,43,0,0,0,0,0,0,0,0
Spain,ILLA DE L'AIRE,4.288,39.8,Summer,FALSE,0,NA,NA,NA,NA,19.26599998,12.59759998,37.25131607,6.32e-4,0.002674595,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,32,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,26,0,0,0,0,0,0,0,0
Spain,ILLA DE L'AIRE,4.22,39.822,Summer,FALSE,0,NA,NA,NA,NA,19.23944431,12.73366663,37.25140762,6.29e-4,0.002677802,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,33,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,20,0,0,5,0,0,0,0,0,0,0,0
Spain,ILLA DE L'AIRE,4.227,39.821,Summer,FALSE,0,NA,NA,NA,NA,19.23944431,12.73366663,37.25140762,6.29e-4,0.002677802,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,40,0,0,0,0,0,0,4,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0
Spain,ILLA DE L'AIRE,4.282,39.801,Summer,FALSE,0,NA,NA,NA,NA,19.27122222,12.60066668,37.25131607,6.29e-4,0.002647307,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,12,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0
Spain,ILLA DE L'AIRE,4.238,39.814,Summer,FALSE,0,NA,NA,NA,NA,19.23944431,12.73366663,37.25140762,6.29e-4,0.002677802,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,23,0,0,0,0,0,0,2,0,1,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24,0,0,3,0,0,0,0,0,0,0,0
Greece,ALONISSOS,23.785,39.108,Summer,TRUE,1,207000,438,1992,16,19.01660023,12.74569998,34.21953201,8.16e-4,0.001762293,0,0,8,0,0,0,0,0,0,0,0,0,392,0,0,68,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,5,0,3,0,12,0,0,9,0,0,0,0,0,0,0,0
