id,origin,lon,lat,site,latloncheck
39,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
40,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
41,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
42,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
43,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
44,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
45,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
46,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
47,azz_asi,8.204,41.055,ASINARA_add,8.20441.055
48,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
49,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
50,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
51,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
52,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
53,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
54,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
55,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
56,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
57,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
58,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
59,azz_asi,8.217,41.121,ASINARA_add,8.21741.121
60,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
61,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
62,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
63,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
64,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
65,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
66,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
67,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
68,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
69,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
70,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
71,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
72,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
73,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
74,azz_asi,8.201,41.043,ASINARA_add,8.20141.043
75,azz_asi,8.217,41.024,ASINARA_add,8.21741.024
76,azz_asi,8.217,41.024,ASINARA_add,8.21741.024
77,azz_asi,8.217,41.024,ASINARA_add,8.21741.024
78,azz_asi,8.217,41.024,ASINARA_add,8.21741.024
79,azz_asi,8.217,41.024,ASINARA_add,8.21741.024
