Epinephelus.costae,Epinephelus.marginatus,Mycteroperca.rubra,Serranus.cabrilla,Serranus.scriba,mpa,temp,depth,prod
0,0,0,0,0,TRUE,1.5418099558534775,-0.8820885375081275,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.0799324574311477,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.5853226576235971,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.376698337315678,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-0.7435977935620134,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-0.7435977935620134,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-0.7435977935620134,2.355932232252419
0,0,1,0,0,TRUE,1.5418099558534775,-0.9414417134850336,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.9414417134850336,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.8227353615312215,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.8227353615312215,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.4756202972771884,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.4756202972771884,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.4756202972771884,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.4756202972771884,2.355932232252419
0,0,1,0,0,TRUE,1.5418099558534775,0.24562180605308767,2.355932232252419
0,0,2,0,0,TRUE,1.5418099558534775,0.24562180605308767,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.8029509695389194,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.8029509695389194,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.44471215733606667,2.355932232252419
0,0,1,0,0,FALSE,1.5418099558534775,0.10713106210697365,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,0.10713106210697365,2.355932232252419
0,0,1,0,0,FALSE,1.5418099558534775,-0.031359681839140376,2.355932232252419
0,0,1,0,0,FALSE,1.5418099558534775,-0.031359681839140376,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.257991985361866,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.257991985361866,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.5151890812617923,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.5151890812617923,2.355932232252419
0,0,3,0,0,TRUE,1.5418099558534775,-0.9810104974696376,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.9810104974696376,2.355932232252419
0,0,1,0,0,TRUE,1.5418099558534775,-0.9612261054773357,2.355932232252419
0,0,1,0,0,TRUE,1.5418099558534775,-0.7040290095774092,2.355932232252419
0,0,2,0,0,TRUE,1.5418099558534775,-0.1896348177775567,2.355932232252419
0,0,1,0,0,TRUE,1.5418099558534775,-0.3281255617236709,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.5457538736389931,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.5655382656312953,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.5655382656312953,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.277776377354168,2.355932232252419
0,0,1,0,0,TRUE,1.5418099558534775,-1.277776377354168,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.277776377354168,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.277776377354168,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.48640069766208704,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.48640069766208704,2.355932232252419
0,0,0,2,0,TRUE,1.5418099558534775,-0.48640069766208704,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.48640069766208704,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.9414417134850336,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.9414417134850336,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.9414417134850336,2.355932232252419
0,0,1,0,0,TRUE,1.5418099558534775,-0.9414417134850336,2.355932232252419
0,0,2,2,0,FALSE,1.5418099558534775,0.4830345099607122,2.355932232252419
0,0,3,0,0,FALSE,1.5418099558534775,0.5028189019530142,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.4162671213002822,2.355932232252419
0,0,0,0,0,FALSE,1.5418099558534775,-1.4162671213002822,2.355932232252419
0,0,2,0,0,FALSE,1.5418099558534775,-1.4756202972771884,2.355932232252419
1,0,0,0,0,TRUE,1.5418099558534775,-1.0799324574311477,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.0799324574311477,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.0799324574311477,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.0799324574311477,2.355932232252419
1,0,0,0,0,TRUE,1.5418099558534775,-1.0799324574311477,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.0997168494234497,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-1.119501241415752,2.355932232252419
0,1,1,0,0,TRUE,1.5418099558534775,-0.9216573214927316,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.9810104974696376,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.9810104974696376,2.355932232252419
0,0,0,0,0,TRUE,1.5418099558534775,-0.9810104974696376,2.355932232252419
